tab 	magic_measurements
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_csd	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_sd_x	measurement_sd_y	measurement_sd_z	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_temp
This study	unknown	Z56.4	Z56	Z56.4a	Z56.4a:LP-DIR-T	hargrave 2015-01-19 15:47:18	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	5.2	346.1		g	51.0	3.84e-06	16	1	6.01e-08	3.44e-07	2.64e-08	273	0	0	803.0
This study	unknown	Z56.4	Z56	Z56.4a	Z56.4a:LP-DIR-T	hargrave 2015-01-20 17:24:32	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.6	347.5		g	51.4	3.51e-06	17	1	5.89e-08	8.14e-08	2.16e-08	273	0	0	818.0
This study	unknown	Z56.4	Z56	Z56.4a	Z56.4a:LP-DIR-T	hargrave 2015-01-21 10:41:58	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.1	349.6		g	51.4	3.43e-06	18	1	5.92e-08	3.46e-08	2.96e-08	273	0	0	823.0
This study	unknown	Z56.4	Z56	Z56.4a	Z56.4a:LP-DIR-T	hargrave 2015-01-22 10:34:47	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.5	350.9		g	51.0	3.06e-06	19	1	3.64e-08	7.43e-08	2.55e-08	273	0	0	828.0
This study	unknown	Z56.4	Z56	Z56.4a	Z56.4a:LP-DIR-T	hargrave 2015-01-28 16:20:38	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.0	345.3		g	48.9	2.55e-06	20	1	4.18e-08	8.09e-08	1.20e-08	273	0	0	833.0
This study	unknown	Z56.4	Z56	Z56.4a	Z56.4a:LP-DIR-T	hargrave 2015-01-29 16:42:21	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.3	346.1		g	48.2	2.45e-06	21	1	2.34e-08	5.24e-08	1.19e-08	273	0	0	838.0
This study	unknown	Z56.4	Z56	Z56.4a	Z56.4a:LP-DIR-T	hargrave 2015-01-30 16:40:17	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.5	346.5		g	46.2	2.01e-06	22	1	2.85e-08	4.48e-08	1.06e-08	273	0	0	843.0
This study	unknown	Z56.4	Z56	Z56.4a	Z56.4a:LP-DIR-T	hargrave 2015-02-02 17:28:40	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.6	344.1		g	43.0	1.72e-06	23	1	3.71e-08	6.94e-08	1.26e-08	273	0	0	846.0
This study	unknown	Z56.4	Z56	Z56.4a	Z56.4a:LP-DIR-T	hargrave 2015-02-03 16:35:06	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.0	343.1		g	41.7	1.24e-06	24	1	1.51e-08	1.55e-08	9.37e-09	273	0	0	849.0
This study	unknown	Z56.4	Z56	Z56.4a	Z56.4a:LP-DIR-T	hargrave 2015-02-04 18:58:24	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.0	341.4		g	41.8	1.01e-06	25	1	1.06e-08	1.36e-08	5.07e-09	273	0	0	852.0
This study	unknown	Z56.4	Z56	Z56.4a	Z56.4a:LP-DIR-T	hargrave 2015-02-05 18:29:20	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.8	340.9		g	40.5	9.95e-07	26	1	1.08e-08	9.59e-09	6.26e-09	273	0	0	855.0
This study	unknown	Z56.4	Z56	Z56.4a	Z56.4a:LP-DIR-T	hargrave 2015-02-09 14:33:06	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.2	239.5		b	-37.5	5.31e-09	27	1	2.15e-10	9.25e-11	2.02e-10	273	0	0	858.0
This study	unknown	Z56.4	Z56	Z56.4a	Z56.4a:LP-DIR-T	hargrave 2015-02-10 11:33:23	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.2	342.0		g	47.5	6.86e-07	28	1	6.95e-09	1.29e-08	3.31e-09	273	0	0	863.0
This study	unknown	Z56.4	Z56	Z56.4a	Z56.4a:LP-DIR-T	hargrave 2015-02-10 18:00:23	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.9	342.2		g	54.2	5.15e-07	29	1	8.12e-09	1.53e-08	1.00e-09	273	0	0	883.0
This study	unknown	Z56.4	Z56	Z56.4a	Z56.4a:LP-DIR-T	hargrave 2015-02-12 16:12:30	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.3	345.1		g	56.4	4.25e-07	30	1	4.19e-09	8.83e-09	1.39e-09	273	0	0	903.0
This study	unknown	Z56.4	Z56	Z56.4a	Z56.4a:LP-DIR-T	hargrave 2015-02-13 19:25:23	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.9	343.8		g	56.7	3.40e-07	31	1	5.22e-09	4.24e-09	1.89e-09	273	0	0	923.0
This study	unknown	Z56.4	Z56	Z56.4a	Z56.4a:LP-DIR-T	hargrave 2015-02-17 11:55:02	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.7	331.0		g	64.1	2.68e-07	32	1	2.60e-09	2.48e-09	7.05e-10	273	0	0	933.0
This study	unknown	Z56.4	Z56	Z56.4a	Z56.4a:LP-DIR-T	hargrave 2015-02-18 10:26:47	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.8	342.6		g	68.0	1.85e-07	33	1	2.43e-09	1.74e-09	1.20e-09	273	0	0	943.0
This study	unknown	Z56.4	Z56	Z56.4a	Z56.4a:LP-DIR-T	hargrave 2015-02-19 12:26:35	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.5	295.3		g	45.8	7.48e-08	34	1	9.11e-10	9.28e-10	1.91e-09	273	0	0	953.0
This study	unknown	Z56.5	Z56	Z56.5a	Z56.5a:LP-DIR-T	hargrave 2014-11-10 11:24:19	LT-NO:LP-DIR-T	pmagpy-3.2.1	1.7	024.8		g	66.7	4.97e-06	1	1	6.92e-08	1.34e-07	2.71e-08	273	0	0	273
This study	unknown	Z56.5	Z56	Z56.5a	Z56.5a:LP-DIR-T	hargrave 2014-11-24 13:03:03	LT-LT-Z:LP-DIR-T	pmagpy-3.2.1	0.7	019.2		g	64.4	5.08e-06	2	1	5.16e-08	3.05e-08	3.24e-08	273	0	0	77
This study	unknown	Z56.5	Z56	Z56.5a	Z56.5a:LP-DIR-T	hargrave 2014-12-01 12:37:40	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.6	017.5		g	63.2	5.17e-06	3	1	4.56e-08	2.58e-08	3.09e-08	273	0	0	373.0
This study	unknown	Z56.5	Z56	Z56.5a	Z56.5a:LP-DIR-T	hargrave 2014-12-01 19:51:40	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.5	015.4		g	61.0	5.67e-06	4	1	3.89e-08	2.99e-08	3.46e-08	273	0	0	423.0
This study	unknown	Z56.5	Z56	Z56.5a	Z56.5a:LP-DIR-T	hargrave 2014-12-03 14:08:08	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.8	017.0		g	60.4	5.66e-06	5	1	6.04e-08	2.94e-08	4.16e-08	273	0	0	473.0
This study	unknown	Z56.5	Z56	Z56.5a	Z56.5a:LP-DIR-T	hargrave 2014-12-04 21:57:13	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.6	018.6		g	59.9	5.30e-06	6	1	3.92e-08	2.43e-08	2.90e-08	273	0	0	523.0
This study	unknown	Z56.5	Z56	Z56.5a	Z56.5a:LP-DIR-T	hargrave 2014-12-05 16:31:52	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.4	021.3		g	60.9	5.22e-06	7	1	7.54e-08	9.81e-08	2.49e-08	273	0	0	573.0
This study	unknown	Z56.5	Z56	Z56.5a	Z56.5a:LP-DIR-T	hargrave 2014-12-08 11:00:17	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.2	018.3		g	62.0	5.41e-06	8	1	1.14e-07	1.73e-07	3.23e-08	273	0	0	623.0
This study	unknown	Z56.5	Z56	Z56.5a	Z56.5a:LP-DIR-T	hargrave 2014-12-08 17:59:39	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.9	020.5		g	63.1	5.42e-06	9	1	7.34e-08	4.40e-08	3.01e-08	273	0	0	673.0
This study	unknown	Z56.5	Z56	Z56.5a	Z56.5a:LP-DIR-T	hargrave 2014-12-17 22:40:56	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.0	021.5		b	64.5	5.34e-06	10	1	5.60e-08	7.17e-08	2.77e-08	273	0	0	698.0
This study	unknown	Z56.5	Z56	Z56.5a	Z56.5a:LP-DIR-T	hargrave 2014-12-17 22:52:41	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.0	021.4		g	64.5	5.35e-06	11	1	5.56e-08	7.78e-08	2.79e-08	273	0	0	698.0
This study	unknown	Z56.5	Z56	Z56.5a	Z56.5a:LP-DIR-T	hargrave 2015-01-09 15:39:53	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.0	021.1		g	65.0	5.20e-06	12	1	5.70e-08	7.52e-08	3.47e-08	273	0	0	723.0
This study	unknown	Z56.5	Z56	Z56.5a	Z56.5a:LP-DIR-T	hargrave 2015-01-12 14:40:18	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.8	021.6		g	65.9	4.98e-06	13	1	5.50e-08	4.43e-08	3.23e-08	273	0	0	748.0
This study	unknown	Z56.5	Z56	Z56.5a	Z56.5a:LP-DIR-T	hargrave 2015-01-13 14:51:51	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.8	022.6		g	66.7	4.77e-06	14	1	4.75e-08	4.45e-08	2.78e-08	273	0	0	773.0
This study	unknown	Z56.5	Z56	Z56.5a	Z56.5a:LP-DIR-T	hargrave 2015-01-14 19:19:47	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.0	021.5		g	67.3	4.60e-06	15	1	6.84e-08	4.54e-08	4.21e-08	273	0	0	788.0
This study	unknown	Z56.5	Z56	Z56.5a	Z56.5a:LP-DIR-T	hargrave 2015-01-19 15:48:57	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.4	020.9		g	67.9	4.40e-06	16	1	4.95e-08	9.43e-08	3.08e-08	273	0	0	803.0
This study	unknown	Z56.5	Z56	Z56.5a	Z56.5a:LP-DIR-T	hargrave 2015-01-20 17:25:58	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.7	025.2		g	68.4	4.06e-06	17	1	3.45e-08	3.43e-08	1.88e-08	273	0	0	818.0
This study	unknown	Z56.5	Z56	Z56.5a	Z56.5a:LP-DIR-T	hargrave 2015-01-21 10:43:25	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.4	021.7		g	68.8	4.03e-06	18	1	5.57e-08	7.96e-08	3.37e-08	273	0	0	823.0
This study	unknown	Z56.5	Z56	Z56.5a	Z56.5a:LP-DIR-T	hargrave 2015-01-22 10:36:14	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.7	024.3		g	69.0	3.63e-06	19	1	2.95e-08	3.07e-08	2.38e-08	273	0	0	828.0
This study	unknown	Z56.5	Z56	Z56.5a	Z56.5a:LP-DIR-T	hargrave 2015-01-28 16:22:14	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.5	026.1		g	69.2	3.08e-06	20	1	4.74e-08	6.25e-08	1.82e-08	273	0	0	833.0
This study	unknown	Z56.5	Z56	Z56.5a	Z56.5a:LP-DIR-T	hargrave 2015-01-29 16:43:53	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.7	026.2		g	69.4	3.04e-06	21	1	6.39e-08	6.20e-08	1.85e-08	273	0	0	838.0
This study	unknown	Z56.5	Z56	Z56.5a	Z56.5a:LP-DIR-T	hargrave 2015-01-30 16:41:53	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.0	027.8		g	68.9	2.59e-06	22	1	2.69e-08	3.40e-08	1.63e-08	273	0	0	843.0
This study	unknown	Z56.5	Z56	Z56.5a	Z56.5a:LP-DIR-T	hargrave 2015-02-02 17:30:16	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.5	023.1		g	69.3	2.17e-06	23	1	2.71e-08	4.79e-08	1.03e-08	273	0	0	846.0
This study	unknown	Z56.5	Z56	Z56.5a	Z56.5a:LP-DIR-T	hargrave 2015-02-03 16:36:40	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.9	027.4		g	69.1	1.44e-06	24	1	1.26e-08	1.95e-08	8.21e-09	273	0	0	849.0
This study	unknown	Z56.5	Z56	Z56.5a	Z56.5a:LP-DIR-T	hargrave 2015-02-04 19:00:03	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.1	022.6		g	70.2	1.16e-06	25	1	1.34e-08	1.69e-08	7.07e-09	273	0	0	852.0
This study	unknown	Z56.5	Z56	Z56.5a	Z56.5a:LP-DIR-T	hargrave 2015-02-05 18:30:54	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.8	022.7		g	68.2	1.12e-06	26	1	1.07e-08	1.28e-08	7.24e-09	273	0	0	855.0
This study	unknown	Z56.5	Z56	Z56.5a	Z56.5a:LP-DIR-T	hargrave 2015-02-09 14:35:02	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.3	274.9		b	-48.9	8.99e-09	27	1	5.18e-10	3.22e-10	3.01e-10	273	0	0	858.0
This study	unknown	Z56.5	Z56	Z56.5a	Z56.5a:LP-DIR-T	hargrave 2015-02-10 11:35:16	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.1	030.1		g	70.0	7.91e-07	28	1	1.02e-08	1.04e-08	5.02e-09	273	0	0	863.0
This study	unknown	Z56.5	Z56	Z56.5a	Z56.5a:LP-DIR-T	hargrave 2015-02-10 18:02:09	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.8	028.6		g	73.3	5.70e-07	29	1	1.11e-08	1.36e-08	3.78e-09	273	0	0	883.0
This study	unknown	Z56.5	Z56	Z56.5a	Z56.5a:LP-DIR-T	hargrave 2015-02-12 16:14:17	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.9	042.0		g	69.1	4.88e-07	30	1	5.05e-09	5.09e-09	3.48e-09	273	0	0	903.0
This study	unknown	Z56.5	Z56	Z56.5a	Z56.5a:LP-DIR-T	hargrave 2015-02-13 19:26:58	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.9	032.0		g	80.4	3.62e-07	31	1	3.56e-09	4.55e-09	3.53e-09	273	0	0	923.0
This study	unknown	Z56.5	Z56	Z56.5a	Z56.5a:LP-DIR-T	hargrave 2015-02-17 11:56:28	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.0	028.6		g	82.1	3.09e-07	32	1	3.56e-09	3.71e-09	2.20e-09	273	0	0	933.0
This study	unknown	Z56.5	Z56	Z56.5a	Z56.5a:LP-DIR-T	hargrave 2015-02-18 10:28:23	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.8	029.0		g	65.2	2.56e-07	33	1	2.34e-09	2.66e-09	2.32e-09	273	0	0	943.0
This study	unknown	Z56.5	Z56	Z56.5a	Z56.5a:LP-DIR-T	hargrave 2015-02-19 12:28:07	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.5	319.4		g	74.4	9.92e-08	34	1	2.18e-09	8.33e-10	1.75e-09	273	0	0	953.0
This study	unknown	Z56.6	Z56	Z56.6a	Z56.6a:LP-DIR-T	hargrave 2014-11-10 11:25:57	LT-NO:LP-DIR-T	pmagpy-3.2.1	2.9	034.2		g	47.3	4.18e-06	1	1	1.01e-07	1.88e-07	2.69e-08	273	0	0	273
This study	unknown	Z56.6	Z56	Z56.6a	Z56.6a:LP-DIR-T	hargrave 2014-11-24 13:04:55	LT-LT-Z:LP-DIR-T	pmagpy-3.2.1	0.6	030.0		g	43.7	4.29e-06	2	1	3.03e-08	3.45e-08	1.81e-08	273	0	0	77
This study	unknown	Z56.6	Z56	Z56.6a	Z56.6a:LP-DIR-T	hargrave 2014-12-01 12:39:18	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.6	028.7		g	41.9	4.39e-06	3	1	4.43e-08	3.02e-08	1.79e-08	273	0	0	373.0
This study	unknown	Z56.6	Z56	Z56.6a	Z56.6a:LP-DIR-T	hargrave 2014-12-01 19:53:17	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.1	026.2		g	37.7	4.96e-06	4	1	2.91e-08	9.54e-08	2.39e-08	273	0	0	423.0
This study	unknown	Z56.6	Z56	Z56.6a	Z56.6a:LP-DIR-T	hargrave 2014-12-03 14:09:38	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.4	027.1		g	36.3	5.02e-06	5	1	2.64e-08	3.36e-08	2.67e-08	273	0	0	473.0
This study	unknown	Z56.6	Z56	Z56.6a	Z56.6a:LP-DIR-T	hargrave 2014-12-04 21:59:40	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.5	027.1		g	35.5	4.83e-06	6	1	3.04e-08	3.23e-08	3.01e-08	273	0	0	523.0
This study	unknown	Z56.6	Z56	Z56.6a	Z56.6a:LP-DIR-T	hargrave 2014-12-05 16:33:27	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.9	030.1		g	37.3	4.70e-06	7	1	2.98e-08	6.51e-08	2.48e-08	273	0	0	573.0
This study	unknown	Z56.6	Z56	Z56.6a	Z56.6a:LP-DIR-T	hargrave 2014-12-08 11:01:51	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.2	027.5		g	39.0	4.72e-06	8	1	4.47e-08	8.52e-08	3.20e-08	273	0	0	623.0
This study	unknown	Z56.6	Z56	Z56.6a	Z56.6a:LP-DIR-T	hargrave 2014-12-08 18:01:19	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.9	028.8		g	40.1	4.71e-06	9	1	3.84e-08	6.64e-08	2.78e-08	273	0	0	673.0
This study	unknown	Z56.6	Z56	Z56.6a	Z56.6a:LP-DIR-T	hargrave 2014-12-17 22:42:29	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.7	028.8		b	41.2	4.68e-06	10	1	5.49e-08	3.87e-08	3.40e-08	273	0	0	698.0
This study	unknown	Z56.6	Z56	Z56.6a	Z56.6a:LP-DIR-T	hargrave 2014-12-17 22:54:14	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.7	028.8		g	41.3	4.68e-06	11	1	5.69e-08	3.87e-08	3.47e-08	273	0	0	698.0
This study	unknown	Z56.6	Z56	Z56.6a	Z56.6a:LP-DIR-T	hargrave 2015-01-09 15:41:52	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.4	028.4		g	41.6	4.59e-06	12	1	1.48e-07	1.19e-07	5.10e-08	273	0	0	723.0
This study	unknown	Z56.6	Z56	Z56.6a	Z56.6a:LP-DIR-T	hargrave 2015-01-12 14:42:44	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.8	029.4		g	42.3	4.40e-06	13	1	4.52e-08	4.35e-08	2.65e-08	273	0	0	748.0
This study	unknown	Z56.6	Z56	Z56.6a	Z56.6a:LP-DIR-T	hargrave 2015-01-13 14:54:18	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.0	029.5		g	43.0	4.25e-06	14	1	1.12e-07	1.02e-07	3.66e-08	273	0	0	773.0
This study	unknown	Z56.6	Z56	Z56.6a	Z56.6a:LP-DIR-T	hargrave 2015-01-14 19:21:42	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.9	029.6		g	43.4	4.11e-06	15	1	1.09e-07	8.55e-08	3.85e-08	273	0	0	788.0
This study	unknown	Z56.6	Z56	Z56.6a	Z56.6a:LP-DIR-T	hargrave 2015-01-19 15:50:32	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.7	031.5		g	43.9	3.99e-06	16	1	1.70e-07	2.01e-07	3.10e-08	273	0	0	803.0
This study	unknown	Z56.6	Z56	Z56.6a	Z56.6a:LP-DIR-T	hargrave 2015-01-20 17:27:21	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.6	028.9		g	44.5	3.73e-06	17	1	2.60e-08	3.97e-08	2.27e-08	273	0	0	818.0
This study	unknown	Z56.6	Z56	Z56.6a	Z56.6a:LP-DIR-T	hargrave 2015-01-21 10:44:57	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.0	031.9		g	44.7	3.71e-06	18	1	6.12e-08	3.72e-08	2.73e-08	273	0	0	823.0
This study	unknown	Z56.6	Z56	Z56.6a	Z56.6a:LP-DIR-T	hargrave 2015-01-22 10:37:55	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.9	033.1		g	44.9	3.38e-06	19	1	4.37e-08	3.34e-08	1.81e-08	273	0	0	828.0
This study	unknown	Z56.6	Z56	Z56.6a	Z56.6a:LP-DIR-T	hargrave 2015-01-28 16:24:10	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.8	031.8		g	45.1	2.87e-06	20	1	3.16e-08	2.65e-08	2.05e-08	273	0	0	833.0
This study	unknown	Z56.6	Z56	Z56.6a	Z56.6a:LP-DIR-T	hargrave 2015-01-29 16:45:21	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.3	031.6		g	45.1	2.83e-06	21	1	3.58e-08	5.04e-08	2.00e-08	273	0	0	838.0
This study	unknown	Z56.6	Z56	Z56.6a	Z56.6a:LP-DIR-T	hargrave 2015-01-30 16:43:48	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.4	031.4		g	44.5	2.37e-06	22	1	4.33e-08	8.95e-08	1.64e-08	273	0	0	843.0
This study	unknown	Z56.6	Z56	Z56.6a	Z56.6a:LP-DIR-T	hargrave 2015-02-02 17:32:11	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.8	032.2		g	43.6	2.03e-06	23	1	1.82e-08	2.35e-08	1.37e-08	273	0	0	846.0
This study	unknown	Z56.6	Z56	Z56.6a	Z56.6a:LP-DIR-T	hargrave 2015-02-03 16:38:32	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.9	032.4		g	42.9	1.29e-06	24	1	2.93e-08	3.13e-08	5.70e-09	273	0	0	849.0
This study	unknown	Z56.6	Z56	Z56.6a	Z56.6a:LP-DIR-T	hargrave 2015-02-04 19:02:25	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.7	030.7		g	44.9	1.02e-06	25	1	8.19e-09	8.78e-09	5.59e-09	273	0	0	852.0
This study	unknown	Z56.6	Z56	Z56.6a	Z56.6a:LP-DIR-T	hargrave 2015-02-05 18:32:44	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.7	030.8		g	43.4	9.96e-07	26	1	8.74e-09	8.37e-09	4.53e-09	273	0	0	855.0
This study	unknown	Z56.6	Z56	Z56.6a	Z56.6a:LP-DIR-T	hargrave 2015-02-09 14:37:15	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	4.2	244.7		b	-11.9	8.45e-09	27	1	4.08e-10	1.93e-10	4.62e-10	273	0	0	858.0
This study	unknown	Z56.6	Z56	Z56.6a	Z56.6a:LP-DIR-T	hargrave 2015-02-10 11:37:05	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.6	032.9		g	46.9	6.96e-07	28	1	1.21e-08	1.44e-08	5.73e-09	273	0	0	863.0
This study	unknown	Z56.6	Z56	Z56.6a	Z56.6a:LP-DIR-T	hargrave 2015-02-10 18:04:00	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.6	032.0		g	49.7	5.22e-07	29	1	9.67e-09	1.02e-08	4.98e-09	273	0	0	883.0
This study	unknown	Z56.6	Z56	Z56.6a	Z56.6a:LP-DIR-T	hargrave 2015-02-12 16:16:08	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.4	028.9		g	47.3	4.65e-07	30	1	4.54e-09	9.18e-09	4.88e-09	273	0	0	903.0
This study	unknown	Z56.6	Z56	Z56.6a	Z56.6a:LP-DIR-T	hargrave 2015-02-13 19:28:38	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.9	027.8		g	46.1	3.87e-07	31	1	3.11e-09	3.84e-09	4.45e-09	273	0	0	923.0
This study	unknown	Z56.6	Z56	Z56.6a	Z56.6a:LP-DIR-T	hargrave 2015-02-17 11:57:58	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.9	034.0		g	55.7	3.01e-07	32	1	2.63e-09	2.81e-09	3.63e-09	273	0	0	933.0
This study	unknown	Z56.6	Z56	Z56.6a	Z56.6a:LP-DIR-T	hargrave 2015-02-18 10:30:03	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.8	046.5		g	53.7	2.48e-07	33	1	3.55e-09	6.09e-09	3.44e-09	273	0	0	943.0
This study	unknown	Z56.6	Z56	Z56.6a	Z56.6a:LP-DIR-T	hargrave 2015-02-19 12:29:35	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.4	350.8		g	48.3	9.31e-08	34	1	7.46e-10	1.34e-09	2.22e-09	273	0	0	953.0
This study	unknown	Z57.1	Z57	Z57.1a	Z57.1a:LP-DIR-T	hargrave 2014-11-10 11:27:28	LT-NO:LP-DIR-T	pmagpy-3.2.1	1.2	047.7		g	58.4	5.56e-06	1	1	4.83e-08	1.15e-07	2.25e-08	273	0	0	273
This study	unknown	Z57.1	Z57	Z57.1a	Z57.1a:LP-DIR-T	hargrave 2014-11-24 13:06:43	LT-LT-Z:LP-DIR-T	pmagpy-3.2.1	0.4	045.7		g	56.9	4.96e-06	2	1	2.64e-08	2.56e-08	1.21e-08	273	0	0	77
This study	unknown	Z57.1	Z57	Z57.1a	Z57.1a:LP-DIR-T	hargrave 2014-12-01 12:41:14	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.7	042.3		g	55.7	5.05e-06	3	1	5.27e-08	3.16e-08	1.68e-08	273	0	0	373.0
This study	unknown	Z57.1	Z57	Z57.1a	Z57.1a:LP-DIR-T	hargrave 2014-12-01 19:55:11	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.8	041.9		g	56.2	5.16e-06	4	1	6.24e-08	3.84e-08	1.88e-08	273	0	0	423.0
This study	unknown	Z57.1	Z57	Z57.1a	Z57.1a:LP-DIR-T	hargrave 2014-12-03 14:11:08	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.0	045.2		g	56.6	5.12e-06	5	1	7.36e-08	4.67e-08	1.86e-08	273	0	0	473.0
This study	unknown	Z57.1	Z57	Z57.1a	Z57.1a:LP-DIR-T	hargrave 2014-12-04 22:02:01	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.9	046.3		g	57.1	4.94e-06	6	1	6.21e-08	3.88e-08	1.56e-08	273	0	0	523.0
This study	unknown	Z57.1	Z57	Z57.1a	Z57.1a:LP-DIR-T	hargrave 2014-12-05 16:34:57	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.8	048.0		g	56.2	3.47e-06	7	1	2.13e-08	3.91e-08	1.83e-08	273	0	0	573.0
This study	unknown	Z57.1	Z57	Z57.1a	Z57.1a:LP-DIR-T	hargrave 2014-12-08 11:03:21	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.6	047.2		g	56.7	2.93e-06	8	1	2.48e-08	1.97e-08	1.01e-08	273	0	0	623.0
This study	unknown	Z57.1	Z57	Z57.1a	Z57.1a:LP-DIR-T	hargrave 2014-12-08 18:02:49	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.9	046.0		g	57.3	2.80e-06	9	1	2.83e-08	3.24e-08	1.24e-08	273	0	0	673.0
